Order #,Order Date,Item Id,Item,Category,Quantity,Item Price,Item End Time,Payment Date,Payment Amount,Tracking #,Tax,Additional Fee,Shipping Price,Handling Price,Donation,Shipped Date,Seller
60438723,2/9/2026,255200988,Pair Of Bose Speakers,Computers & Electronics > Home Electronics > Speakers,1,$13.99,2/9/2026,2/11/2026,$116.82,"398786677570	",$6.89,$0.00,$20.96,$15.00,$0.00,2/16/2026,Goodwill of Greater Washington D.C. -VA
60440182,2/9/2026,254924615,Bose Acoustimass Surround Wired Speaker System | Tested,Computers & Electronics > Home Electronics > Speakers,1,$29.99,2/9/2026,2/10/2026,$53.85,"398644808999	",$2.55,$0.00,$18.31,$3.00,$0.00,2/11/2026,"Goodwill Industries of Middle Tennessee, Inc."
60440310,2/9/2026,255116273,Bose Wave Music System III Silver CD Player/Radio,Computers & Electronics > Home Electronics > CD Players,1,$169.00,2/9/2026,2/10/2026,$185.34,"398809675229	",$13.33,$0.00,$0.01,$3.00,$0.00,2/17/2026,Marion Goodwill Industries
60442895,2/9/2026,254901950,Bose Wave Music System Model Awrcc2 W/ Remote,Computers & Electronics > Home Electronics > CD Players,1,$178.60,2/9/2026,2/10/2026,$209.10,"398783352671	",$14.15,$0.00,$12.36,$3.99,$0.00,2/16/2026,Goodwill of Colorado
60449316,2/10/2026,254679015,BOSE Wave Music System,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$142.00,2/9/2026,2/10/2026,$173.15,"888806109401	",$11.26,$0.00,$16.64,$3.25,$0.00,2/16/2026,Goodwill Gulf Coast
60449631,2/10/2026,255055729,Bose Wave Music System Black Audio Player Expansion Multi CD Changer Not Tested,Computers & Electronics > Personal Electronics,1,$29.22,2/9/2026,2/10/2026,$65.31,"398709800510	",$2.65,$0.00,$28.44,$5.00,$0.00,2/13/2026,Goodwill Industries of South Florida
60460793,2/10/2026,254798428,"Pair of Bose 151 Environmental Speakers, White 9x6, 40W IEC 4",Computers & Electronics > Home Electronics > Speakers,1,$29.11,2/10/2026,2/11/2026,$51.50,"398828334053	",$2.49,$0.00,$16.90,$3.00,$0.00,2/17/2026,Goodwill Industries of Middle Georgia
60469756,2/10/2026,254795429,Vintage Bose 3-2-1 2.1 Channel DVD Home Entertainment System DTS Surround,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$76.00,2/10/2026,2/13/2026,$116.10,"398854465155	",$6.05,$0.00,$32.05,$2.00,$0.00,2/18/2026,Goodwill Houston
60469860,2/10/2026,254768613,"BOSE VCS-10 Center Channel Speaker, Not Tested",Computers & Electronics > Home Electronics > Speakers,1,$29.00,2/10/2026,2/11/2026,$45.92,"398728496224	",$2.25,$0.00,$14.67,$0.00,$0.00,2/13/2026,Goodwill Industries of Kansas INC.
60469878,2/10/2026,254989508,Bose Acoustimass 10 Large Speaker,Computers & Electronics > Home Electronics > Speakers,1,$8.99,2/10/2026,2/12/2026,$62.51,"398831312489	",$0.93,$0.00,$49.60,$2.99,$0.00,2/17/2026,Goodwill Industries of North Florida
60469894,2/10/2026,254982404,10pc Assorted Bose Speaker Lot,Computers & Electronics > Home Electronics > Speakers,1,$50.00,2/10/2026,2/11/2026,$96.15,"513430765221	",$4.35,$0.00,$35.80,$6.00,$0.00,2/20/2026,Goodwill Industries of San Antonio
60469922,2/10/2026,254963969,Bose Acoustimass 16 Home Entertainment Speaker System,Computers & Electronics > Home Electronics > Speakers,1,$301.00,2/10/2026,2/13/2026,$395.00,"513430767268	",$23.95,$0.00,$62.05,$8.00,$0.00,2/24/2026,Goodwill Industries of San Antonio
60469945,2/11/2026,254374121,Set of 4 Bose Redline Double Cube Speakers,Computers & Electronics > Home Electronics > Speakers,1,$43.55,2/10/2026,2/11/2026,$56.81,"888744024164	",$3.38,$0.00,$9.88,$0.00,$0.00,2/12/2026,Goodwill San Diego and Imperial Counties
60469960,2/11/2026,254771179,Pick Up Only Bose Model PS28 lll Powered Speaker System,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$9.99,2/10/2026,2/13/2026,$34.77,"398783124529	",$0.85,$0.00,$22.94,$0.99,$0.00,2/16/2026,Heart of Texas Goodwill
60491297,2/11/2026,254855632,BOSE SOUNDTOUCH 10 WIRELESS MUSIC SYSTEM MODEL 416776,Computers & Electronics > Personal Electronics,1,$36.00,2/11/2026,2/12/2026,$53.29,"398719284746	",$2.98,$0.00,$11.81,$2.50,$0.00,2/13/2026,Chattanooga Goodwill Industries Inc.
60491503,2/11/2026,255074929,Untested Bose CineMate 15 Home Theater Sound Bar w/ Remote Control NO SUBWOOFER,Computers & Electronics > Home Electronics > Speakers,1,$24.00,2/11/2026,2/16/2026,$41.93,"398897390259	",$2.09,$0.00,$12.85,$2.99,$0.00,2/19/2026,Goodwill of Western Missouri & Eastern Kansas
60491908,2/11/2026,254903461,Bose Lifestyle Control Console Model 420128,Computers & Electronics,1,$201.00,2/11/2026,2/12/2026,$226.00,"888782764926	",$15.58,$0.00,$9.40,$0.00,$0.02,2/14/2026,Goodwill San Diego and Imperial Counties
60492000,2/11/2026,254874515,Bose SoundDock Portable Digital Music System Lot of 3 -Untested,Computers & Electronics > Home Electronics > Speakers,1,$47.26,2/11/2026,2/19/2026,$76.37,"399068198458	",$3.89,$0.00,$22.23,$2.99,$0.00,2/25/2026,Goodwill-Easter Seals MN
60492218,2/11/2026,254897006,Bose CineMate Series Gemstones Speakers,Computers & Electronics > Home Electronics > Speakers,1,$37.99,2/11/2026,2/18/2026,$60.00,"398938326563	",$3.11,$0.00,$16.06,$2.25,$0.59,2/20/2026,Hampton ñ Goodwill of Central & Coastal Virginia
60512740,2/12/2026,255172666,Bose 417788 Wave Music System Powers On,Computers & Electronics,1,$303.00,2/12/2026,2/18/2026,$348.93,"398897297813	",$23.71,$0.00,$19.23,$2.99,$0.00,2/19/2026,Goodwill Industries of North Florida
60513970,2/12/2026,255176604,Bose 251 Environmental Outdoor Speakers White w/ Wall Brackets,Computers & Electronics > Home Electronics > Speakers,1,$228.00,2/12/2026,2/16/2026,$259.05,"458788254731	",$17.83,$0.00,$11.22,$2.00,$0.00,2/17/2026,"Goodwill Industries of San Joaquin Valley, Inc."
60514079,2/12/2026,254974527,Bose Wave Music System Multi-CD Changer Accessory - Parts/Repair,Computers & Electronics > Personal Electronics,1,$32.99,2/12/2026,2/16/2026,$223.94,"888870754626	",$11.86,$0.00,$59.20,$9.00,$0.00,2/18/2026,"Goodwill Industries of the Chesapeake, Inc."
60514079,2/12/2026,254977135,Lot of 6 Assorted Bose Home Audio/Theatre Sound System Remote Controls,Computers & Electronics > Personal Electronics,1,$57.00,2/12/2026,2/16/2026,$223.94,"888870754626	",$11.86,$0.00,$59.20,$9.00,$0.00,2/18/2026,"Goodwill Industries of the Chesapeake, Inc."
60514079,2/12/2026,254977569,Bose Solo 5 TV Sound System 418775 Bluetooth Soundbar,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$53.89,2/12/2026,2/16/2026,$223.94,"888870754626	",$11.86,$0.00,$59.20,$9.00,$0.00,2/18/2026,"Goodwill Industries of the Chesapeake, Inc."
60515014,2/12/2026,255039712,Bose Cinemate Gs Series Ii Digital Home Theater,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$38.48,2/12/2026,2/19/2026,$41.47,"399164011760	",$2.98,$0.00,$0.01,$0.00,$0.00,2/27/2026,Goodwill Keystone Area - Harrisburg
60544824,2/14/2026,255112429,"Bose SoundTouch SA-5 Amplifier - No Power Cord, Untested, Sold As-Is",Computers & Electronics > Home Electronics > Amplifiers,1,$221.00,2/13/2026,2/19/2026,$253.18,"398909349260	",$17.44,$0.00,$10.74,$4.00,$0.00,2/19/2026,Goodwill Industries of Lane & South Coast Counties
60557373,2/15/2026,255588832,"Bose SoundDock Series III Digital Music System - Powers On, Pre-Owned",Computers & Electronics > Personal Electronics > iPod/MP3/CD Players & Accessories,1,$24.00,2/14/2026,2/16/2026,$54.39,"512273384227	",$2.21,$0.00,$23.68,$4.50,$0.00,2/17/2026,"Goodwill Industries of SW Florida, Inc."
60557381,2/15/2026,255134439,Bose Companion 2 Series 2 Speakers,Computers & Electronics > Home Electronics > Speakers,1,$10.00,2/13/2026,2/16/2026,$27.36,"398884975954	",$0.94,$0.00,$14.42,$2.00,$0.00,2/19/2026,Goodwill of Southwestern Pennsylvania
60557387,2/15/2026,254848707,Bose Solo Soundbar II Model 418775 - Untested,Computers & Electronics > Home Electronics > Speakers,1,$53.89,2/11/2026,2/16/2026,$111.93,"514548031144	",$8.05,$0.00,$0.02,$0.00,$0.00,2/18/2026,Goodwill of the Olympics and Rainier Region
60557387,2/15/2026,255072277,Untested Bose Cube Speakers with Audio Cables - Set of 4,Computers & Electronics > Home Electronics > Speakers,1,$49.97,2/13/2026,2/16/2026,$111.93,"514548031144	",$8.05,$0.00,$0.02,$0.00,$0.00,2/18/2026,Goodwill of the Olympics and Rainier Region
60580506,2/16/2026,255474951,Vintage Bose Acoustimass 10 Series III 5.1 Speaker System w/ Subwoofer,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$174.00,2/15/2026,2/16/2026,$251.71,"399080899579	",$13.75,$0.00,$60.61,$3.35,$0.00,2/25/2026,Goodwill Industries of Greater Cleveland & East Central Ohio
60623422,2/17/2026,255407391,Bose Sounddock Series Iii Speaker | Tested,Computers & Electronics > Home Electronics > Speakers,1,$14.99,2/17/2026,2/18/2026,$31.91,"398890851982	",$1.39,$0.00,$12.53,$3.00,$0.00,2/19/2026,"Goodwill Industries of Middle Tennessee, Inc."
60623470,2/17/2026,255684126,Bose Ps28 Iii Powered Speaker System,Computers & Electronics > Home Electronics > Speakers,1,$7.99,2/17/2026,2/18/2026,$29.00,"398907386088	",$0.93,$0.00,$15.85,$4.00,$0.23,2/19/2026,Goodwill Industries of Southern Arizona
60650699,2/18/2026,255510591,Bose Soundtouch 300 Sound Bar Untested,Computers & Electronics > Home Electronics > Speakers,1,$113.00,2/18/2026,2/24/2026,$137.04,"889110618145	",$8.99,$0.00,$12.05,$3.00,$0.00,2/26/2026,Evergreen Goodwill
60650716,2/18/2026,255440766,Bose Solo TV Speaker Model 418775 - Power's On,Computers & Electronics > Home Electronics > Speakers,1,$42.92,2/18/2026,2/24/2026,$61.63,"441475727326	",$3.49,$0.00,$13.22,$2.00,$0.00,2/27/2026,Goodwill Industries of the Columbia Willamette
60650743,2/18/2026,255447534,IOB Bose Lifestyle Model 12 Music System W/ Speakers Cables Set,Computers & Electronics > Home Electronics > Receivers & Radios,1,$49.55,2/18/2026,2/24/2026,$73.09,"441366741697	",$4.07,$0.00,$16.47,$3.00,$0.00,2/27/2026,Goodwill Industries of the Inland Northwest
60650772,2/18/2026,255548176,Bose Lifestyle AV35 Home Theater Media Center Control Console - AS IS UNTESTED,Computers & Electronics,1,$41.00,2/18/2026,2/24/2026,$54.92,"889073219061	",$3.18,$0.00,$10.74,$0.00,$0.00,2/25/2026,Goodwill of Silicon Valley
60650781,2/18/2026,255501874,Bose Acoustimass Double Cube Speakers -Tested,Computers & Electronics > Home Electronics > Speakers,1,$45.44,2/18/2026,2/24/2026,$70.25,"399150009605	",$3.75,$0.00,$18.07,$2.99,$0.00,2/27/2026,Goodwill-Easter Seals MN
60750566,2/23/2026,256030561,Bose Awrcc1 Music System Powers On,Computers & Electronics > Home Electronics,1,$129.00,2/22/2026,2/24/2026,$162.51,"399184871162	",$10.23,$0.00,$20.29,$2.99,$0.00,3/1/2026,Goodwill Industries of North Florida
60751132,2/23/2026,256074596,Bose Wave Music System Model Awrcc2 W/cord/remote,Computers & Electronics > Personal Electronics,1,$129.00,2/22/2026,3/3/2026,$157.61,"399437746220	",$10.00,$0.00,$18.61,$0.00,$0.00,3/9/2026,Goodwill of Greater Washington D.C. -VA
60751350,2/23/2026,255893014,bose Smart Ultra Soundbar,Miscellaneous,1,$247.00,2/22/2026,3/3/2026,$290.03,"399506165944	",$19.41,$0.00,$20.12,$3.50,$0.00,3/11/2026,Goodwill of Western and Northern Connecticut
60762792,2/24/2026,255933426,Bose Wave Music System CD Player Radio Alarm Clock Black Tested - Powers On,Computers & Electronics > Home Electronics > Receivers & Radios,1,$135.00,2/23/2026,2/24/2026,$159.68,"399119866055	",$10.62,$0.00,$12.06,$2.00,$0.00,2/26/2026,Goodwill Houston
60763293,2/24/2026,255941544,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock [TESTED],Computers & Electronics > Home Electronics > Receivers & Radios,1,$37.00,2/23/2026,2/24/2026,$55.63,"399066987140	",$3.10,$0.00,$12.53,$3.00,$0.00,2/25/2026,"Goodwill Industries of Middle Tennessee, Inc."
60770795,2/24/2026,256199955,Bose VCS-10 Center Channel Speaker. Tested,Computers & Electronics > Home Electronics > Speakers,1,$37.00,2/23/2026,3/3/2026,$60.80,"399383726784	",$3.26,$0.00,$15.54,$5.00,$0.00,3/6/2026,Goodwill of Western Missouri & Eastern Kansas
60788071,2/25/2026,256255348,Bose Center Channel Speaker VCS-10 Black 50W 8 Ohm Home Audio,Computers & Electronics > Home Electronics > Speakers,1,$12.99,2/22/2026,2/26/2026,$177.78,"item 256415835 damaged refunded	",$11.40,$0.00,$19.39,$4.00,$0.00,3/13/2026,Goodwill Industries of the Southern Piedmont
60788071,2/25/2026,256415835,Bose Radio CD Player Wave White Digital Display Home Stereo Alarm,Computers & Electronics > Home Electronics,1,$130.00,2/24/2026,2/26/2026,$177.78,"item 256415835 damaged refunded	",$11.40,$0.00,$19.39,$4.00,$0.00,3/13/2026,Goodwill Industries of the Southern Piedmont
60788358,2/25/2026,256027254,Bose SoundDock Series III Digital Music System-Tested,Computers & Electronics > Home Electronics > Speakers,1,$33.00,2/24/2026,3/6/2026,$52.92,"399516939880	",$2.79,$0.00,$14.14,$2.99,$0.00,3/11/2026,Goodwill-Easter Seals MN
60808971,2/25/2026,256318827,"Bose CineMate Home Theater Speaker System - Speakers, Remote Control, & Cabling",Computers & Electronics > Home Electronics > Speakers,1,$16.00,2/24/2026,2/26/2026,$91.86,"399255040834	",$5.04,$0.00,$21.84,$7.98,$0.00,3/3/2026,Goodwill Monocacy Valley
60808971,2/25/2026,256460231,Bose CineMate Series II Digital Home Theater Speaker System,Computers & Electronics > Home Electronics > Speakers,1,$41.00,2/25/2026,2/26/2026,$91.86,"399255040834	",$5.04,$0.00,$21.84,$7.98,$0.00,3/3/2026,Goodwill Monocacy Valley
60809016,2/25/2026,256238000,Lot Of 3 White Bose Double Cube Acoustimass Speakers,Computers & Electronics > Home Electronics > Speakers,1,$18.99,2/25/2026,3/6/2026,$34.97,"399457383899	",$1.74,$0.00,$10.74,$3.50,$0.00,3/9/2026,Goodwill of Central & Northern Arizona
60809131,2/25/2026,256183990,Pair BOSE Red Line Double Cube Satellite Speakers Black Set of 2,Computers & Electronics > Home Electronics > Speakers,1,$26.01,2/25/2026,3/6/2026,$42.22,"889543408564	",$2.18,$0.00,$12.03,$2.00,$0.00,3/12/2026,Goodwill-Suncoast
60809207,2/25/2026,256176114,Powers On Bose Sound Dock Digital Music System,Computers & Electronics > Home Electronics,1,$15.99,2/25/2026,3/6/2026,$29.56,"399480871739	",$1.32,$0.00,$11.26,$0.99,$0.00,3/10/2026,Heart of Texas Goodwill
60817518,2/26/2026,255409898,Bose CineMate 15 Home Theater Speaker System | Untested,Computers & Electronics > Home Electronics > Speakers,1,$14.99,2/17/2026,2/26/2026,$92.66,"LOCALPICKUP206176261773687198	",$6.67,$0.00,$0.00,$6.00,$0.00,3/16/2026,"Goodwill Industries of Middle Tennessee, Inc."
60817518,2/26/2026,256051527,Bose AV3-2-1 II Media Center w/ Speakers | Untested,Computers & Electronics > Home Electronics > VCRs/DVDs/DVRs/Blu-ray,1,$65.00,2/24/2026,2/26/2026,$92.66,"LOCALPICKUP206176261773687198	",$6.67,$0.00,$0.00,$6.00,$0.00,3/16/2026,"Goodwill Industries of Middle Tennessee, Inc."
60877690,2/28/2026,256632360,Harmonix Rock Band Fender Stratocaster Ps3 Guitar Controller,Gaming Systems & Games > Sony Playstation 3,1,$13.00,2/28/2026,3/1/2026,$27.39,"399260810188	",$1.24,$0.00,$10.16,$2.99,$0.00,3/3/2026,Goodwill of Colorado
60892792,3/1/2026,256971644,"Bose SoundDock Series II Digital Music System-Tested/Working-12x7.5x6""",Computers & Electronics > Home Electronics > Speakers,1,$7.99,3/1/2026,3/2/2026,$22.04,"889326830227	",$0.89,$0.00,$9.67,$3.49,$0.00,3/5/2026,Goodwill Industries of Ventura and Santa Barbara Counties
60892987,3/1/2026,256198285,Bose 161 Bookshelf Speaker System Set,Computers & Electronics > Home Electronics > Speakers,1,$36.01,2/25/2026,3/6/2026,$271.36,"889448932734	",$18.76,$0.00,$10.59,$0.00,$0.00,3/9/2026,Goodwill San Diego and Imperial Counties
60892987,3/1/2026,256546429,Bose Wave Music System Iv Radio W/ Remote & Cord,Computers & Electronics > Home Electronics > Receivers & Radios,1,$206.00,3/1/2026,3/6/2026,$271.36,"889448932734	",$18.76,$0.00,$10.59,$0.00,$0.00,3/9/2026,Goodwill San Diego and Imperial Counties
60895737,3/1/2026,256725988,Bose 151 Environmental Indoor Outdoor Speakers Pair White Vintage,Computers & Electronics > Home Electronics > Speakers,1,$31.00,3/1/2026,3/2/2026,$52.23,"399439166090	",$2.66,$0.00,$15.22,$3.35,$0.00,3/9/2026,Goodwill Industries of Greater Cleveland & East Central Ohio
60895762,3/1/2026,256502285,Bose Wave Radio/cd Model Awrc1p White,Computers & Electronics > Personal Electronics > Radios,1,$120.00,3/1/2026,3/6/2026,$138.92,"889399856829	",$9.30,$0.00,$9.62,$0.00,$0.00,3/8/2026,Goodwill San Diego and Imperial Counties
60911039,3/2/2026,256331904,Bose Acoustimass Subwoofer & 2 Satellites | Untested - LOCAL PICKUP,Computers & Electronics > Home Electronics > Speakers,1,$14.99,2/26/2026,3/2/2026,$58.15,"LOCALPICKUP206919311773687198	",$4.18,$0.00,$0.00,$9.00,$0.00,3/16/2026,"Goodwill Industries of Middle Tennessee, Inc."
60911039,3/2/2026,256332062,Bose PS28 III Powered Speaker System | Untested | Local Pickup Only,Computers & Electronics > Home Electronics > Speakers,1,$19.99,2/26/2026,3/2/2026,$58.15,"LOCALPICKUP206919311773687198	",$4.18,$0.00,$0.00,$9.00,$0.00,3/16/2026,"Goodwill Industries of Middle Tennessee, Inc."
60911039,3/2/2026,256677674,Bose Cinemate Gs Series Ii Black 2.1 Home Theater Pickup Only Power On,Computers & Electronics > Home Electronics > Speakers,1,$9.99,3/2/2026,3/2/2026,$58.15,"LOCALPICKUP206919311773687198	",$4.18,$0.00,$0.00,$9.00,$0.00,3/16/2026,"Goodwill Industries of Middle Tennessee, Inc."
60915065,3/2/2026,256927391,Bose Wave AWRCC1 Media Center (Powers On),Computers & Electronics > Home Electronics > Speakers,1,$130.00,3/2/2026,3/6/2026,$158.09,"889585747794	",$10.24,$0.00,$15.85,$2.00,$0.00,3/13/2026,Goodwill Industries of the Southern Piedmont
60915182,3/2/2026,256502314,Bose Speaker Cubes Not Tested,Computers & Electronics > Home Electronics > Speakers,1,$38.00,3/2/2026,3/6/2026,$51.74,"889400426557	",$2.95,$0.00,$10.79,$0.00,$0.00,3/8/2026,Goodwill San Diego and Imperial Counties
60919013,3/2/2026,256547677,Bose Wave Music System AWRCC1 Power On Tested,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$114.00,3/1/2026,3/6/2026,$211.86,"399404520290	",$13.96,$0.00,$17.90,$6.00,$0.00,3/8/2026,Goodwill of Greater Milwaukee and Chicago
60919013,3/2/2026,256652419,Pair Of Bose 151 SE Speakers,Computers & Electronics > Home Electronics > Speakers,1,$60.00,3/2/2026,3/6/2026,$211.86,"399404520290	",$13.96,$0.00,$17.90,$6.00,$0.00,3/8/2026,Goodwill of Greater Milwaukee and Chicago
60943443,3/3/2026,256976982,Harmonix Rock Band Fender Stratocaster Wireless Guitar Controller,Gaming Systems & Games,1,$8.99,3/3/2026,3/6/2026,$48.34,"399484604823	",$1.01,$0.00,$34.35,$3.99,$0.00,3/10/2026,Goodwill Monocacy Valley
60944286,3/3/2026,256720969,Set of 5 Bose Wired Surround Speakers | Tested,Computers & Electronics > Home Electronics > Speakers,1,$54.55,3/3/2026,3/6/2026,$80.57,"399485279437	",$4.46,$0.00,$18.56,$3.00,$0.00,3/10/2026,"Goodwill Industries of Middle Tennessee, Inc."
60967958,3/4/2026,256831022,BOSE Speaker PS28 III UNTESTED,Computers & Electronics > Home Electronics > Speakers,1,$24.28,3/4/2026,3/6/2026,$55.17,"399485187351	",$2.11,$0.00,$25.78,$3.00,$0.00,3/10/2026,"Goodwill Industries of Middle Tennessee, Inc."
60993549,3/5/2026,256960813,"Bose Vca-100 Center Channel Speaker (no Cords, for Repair/parts)",Computers & Electronics > Home Electronics > Speakers,1,$12.95,3/5/2026,3/6/2026,$23.83,"889432495688	",$1.00,$0.00,$9.88,$0.00,$0.00,3/9/2026,Goodwill San Diego and Imperial Counties
61013012,3/6/2026,257043340,Bose SoundDock Series III Digital Music System,Computers & Electronics > Home Electronics > Home Audio/Theater,1,$21.00,3/6/2026,3/15/2026,$41.84,"889744493930	",$1.79,$0.00,$17.05,$2.00,$0.00,3/18/2026,Goodwill Industries of Northern Illinois
61013028,3/6/2026,257026927,Bose Companion 2 Series III Multimedia Speaker System - Working,Computers & Electronics > Home Electronics > Speakers,1,$8.99,3/6/2026,3/7/2026,$25.22,"889465769018	",$0.93,$0.00,$12.30,$3.00,$0.00,3/10/2026,"Goodwill Industries of the Chesapeake, Inc."
61067961,3/9/2026,257280078,Bose 161 Left & Right Wired Speakers | Tested,Computers & Electronics > Home Electronics > Speakers,1,$27.00,3/9/2026,3/11/2026,$32.32,"LOCALPICKUP208456741773687198	",$2.32,$0.00,$0.00,$3.00,$0.00,3/16/2026,"Goodwill Industries of Middle Tennessee, Inc."
61068052,3/9/2026,257520293,Bose Cube Model 192420-149& 290198-119 Speakers (untested),Computers & Electronics > Home Electronics > Speakers,1,$56.00,3/9/2026,3/15/2026,$87.32,"889783012418	",$4.57,$0.00,$23.76,$2.99,$0.00,3/19/2026,Goodwill Industries of North Florida
61068269,3/9/2026,257255338,Bose SoundDock Series II Speakers Lot -Untested,Computers & Electronics > Home Electronics > Speakers,1,$32.09,3/9/2026,3/16/2026,$68.20,"399795542404	",$2.72,$0.00,$30.40,$2.99,$0.00,3/20/2026,Goodwill-Easter Seals MN
61075824,3/10/2026,257651898,Bose SoundTouch Model 412530 Wireless Adapter Home Theater Speaker Not Tested,Computers & Electronics > Home Electronics > Speakers,1,$18.00,3/9/2026,3/15/2026,$37.03,"399663465882	",$1.79,$0.00,$12.24,$5.00,$0.00,3/16/2026,Goodwill Industries of South Florida
61076252,3/10/2026,257255974,Bose VCS-10 Center Channel Speaker -Tested,Computers & Electronics > Home Electronics > Speakers,1,$14.99,3/9/2026,3/16/2026,$38.32,"399777262008	",$1.39,$0.00,$18.95,$2.99,$0.00,3/19/2026,Goodwill-Easter Seals MN
61099487,3/11/2026,257428525,Bose VCS-10 Center Channel Speaker - Tested Sound,Computers & Electronics > Home Electronics > Speakers,1,$11.99,3/10/2026,3/15/2026,$32.25,"889772894490	",$1.24,$0.00,$15.03,$3.99,$0.00,3/19/2026,Goodwill of North Central Wisconsin
61123192,3/11/2026,257472598,Bose Sounddock Series Ii 2 Digital Music System [Tested],Computers & Electronics > Personal Electronics,1,$17.00,3/11/2026,3/15/2026,$35.42,"399684655429	",$1.55,$0.00,$13.87,$3.00,$0.00,3/17/2026,"Goodwill Industries of Middle Tennessee, Inc."
61148808,3/13/2026,257501999,Bose Mini Computer Speakers White 8pc Untested,Computers & Electronics > Home Electronics > Speakers,1,$113.00,3/12/2026,3/15/2026,$121.77,"517399626352	",$8.76,$0.00,$0.01,$0.00,$0.00,3/19/2026,Goodwill of the Olympics and Rainier Region
61266363,3/18/2026,257910249,Bose Solo TV Speaker with Cables and Power Supply,Computers & Electronics > Home Electronics > Speakers,1,$32.00,3/15/2026,3/18/2026,$49.73,"399771433774	",$2.71,$0.00,$12.03,$2.99,$0.00,3/19/2026,Goodwill of Central & Southern Indiana
61358260,3/22/2026,258545025,Bose Media Center,Computers & Electronics,1,$29.99,3/21/2026,3/22/2026,$50.10,"399852167109	",$2.48,$0.00,$15.63,$2.00,$0.00,3/23/2026,Goodwill Industries of Central Michigan's Heartland
